,,N_ESTIMATORS,LEARNING_RATE,MAX_DEPTH,MAE,MSE,RMSE
337,GB,50.0,0.01,5,1.212749854648298,2.178421078055699,1.4759475187335418
338,GB,50.0,0.01,7,1.2078594927280244,2.2008529935660444,1.4835272136250297
339,GB,50.0,0.1,3,1.4834748332862897,3.4459118152567436,1.8563167335497313
340,GB,50.0,0.1,5,1.5249552830900097,3.527904862688977,1.8782717755130585
341,GB,50.0,0.1,7,1.5420445442228448,3.59491338528938,1.896025681600695
342,GB,50.0,0.2,3,1.534408131924042,3.6573257737037004,1.9124135990166198
343,GB,50.0,0.2,5,1.525398242368286,3.571552078700028,1.8898550417161704
344,GB,50.0,0.2,7,1.5769510222578222,3.735892923256475,1.9328458094882983
345,GB,100.0,0.01,3,1.2738049372877405,2.455960997116273,1.5671505980971556
346,GB,100.0,0.01,5,1.2852508799929565,2.5129856636510413,1.5852399388266247
347,GB,100.0,0.01,7,1.2949446740200647,2.5836444168170285,1.6073718974826667
348,GB,100.0,0.1,3,1.5353751784977128,3.683011416586533,1.9191173535212829
349,GB,100.0,0.1,5,1.5444579211601606,3.624080692335763,1.903701839137569
350,GB,100.0,0.1,7,1.556831025855898,3.6692853371891423,1.915537871510021
351,GB,100.0,0.2,3,1.567739046357901,3.8050019667454995,1.9506414244410732
352,GB,100.0,0.2,5,1.5137097071268109,3.545649218982274,1.8829894367686384
353,GB,100.0,0.2,7,1.5809819722974652,3.776193831115244,1.9432431219781132
354,GB,200.0,0.01,3,1.3811229766989748,2.920254319984428,1.708875162200103
355,GB,200.0,0.01,5,1.404715992086397,3.017673262293642,1.7371451471577273
356,GB,200.0,0.01,7,1.4369359851250953,3.15670429516327,1.7767116522281463
357,GB,200.0,0.1,3,1.5618207017681052,3.7662461335468005,1.940681873349365
358,GB,200.0,0.1,5,1.5503913540045329,3.685531591140591,1.9197738385394751
359,GB,200.0,0.1,7,1.559097510017676,3.678967753709137,1.9180635426672228
360,GB,200.0,0.2,3,1.5770960073683336,3.876998287422101,1.9690094685963553
361,GB,200.0,0.2,5,1.5212302312226953,3.589495695701551,1.8945964466612806
362,GB,200.0,0.2,7,1.567792733888218,3.721541196146011,1.929129647314045
363,12,50.0,0.01,3,1.4630541621866342,3.300230295066151,1.8166535979834326
364,GB,50.0,0.01,3,1.262154717918204,2.724376804634577,1.6505686306950635
365,GB,50.0,0.01,5,1.2791753577658982,2.7674310389402828,1.6635597491344525
366,GB,50.0,0.01,7,1.2847138740823758,2.7641119429495378,1.6625618613902875
367,GB,50.0,0.1,3,1.5326073552440094,3.9349758564472466,1.9836773569427177
368,GB,50.0,0.1,5,1.5615709396922386,4.046245813306674,2.01152822831465
369,GB,50.0,0.1,7,1.5895347868880396,4.109090514623214,2.027089172834588
370,GB,50.0,0.2,3,1.576325346061493,4.169337840509713,2.0418956487807387
371,GB,50.0,0.2,5,1.6174037620994388,4.24767011419749,2.0609876550327733
372,GB,50.0,0.2,7,1.5981888162373448,4.221290556634459,2.054577950975445
373,GB,100.0,0.01,3,1.326087402679356,3.010571296491694,1.7350997943898483
374,GB,100.0,0.01,5,1.3546003545271106,3.117195020740093,1.765557991327414
375,GB,100.0,0.01,7,1.369197141174447,3.134614283177007,1.7704841945572423
376,GB,100.0,0.1,3,1.5740302927501808,4.096162084028647,2.02389774544779
377,GB,100.0,0.1,5,1.6022957693677442,4.219150411272094,2.054057061347638
378,GB,100.0,0.1,7,1.6028425612797252,4.163452203418732,2.040453920925129
379,GB,100.0,0.2,3,1.60625062958691,4.22891770943869,2.0564332494488338
380,GB,100.0,0.2,5,1.6240270568113315,4.257898378531415,2.0634675617831784
381,GB,100.0,0.2,7,1.6006869588466615,4.207066137848992,2.051113389807836
382,GB,200.0,0.01,3,1.431611866268227,3.482578990675699,1.866166924654839
383,GB,200.0,0.01,5,1.4767796640959026,3.6409660117655127,1.9081315499109366
384,GB,200.0,0.01,7,1.4842573208016514,3.6649616917664303,1.9144089666961002
385,GB,200.0,0.1,3,1.6090506561054982,4.204043162078169,2.050376346449151
386,GB,200.0,0.1,5,1.6172890122066668,4.2418791705279,2.059582280591844
387,GB,200.0,0.1,7,1.6118964051073772,4.183107854976339,2.045264739581734
388,GB,200.0,0.2,3,1.6265190020305298,4.304822342511453,2.0748065795421637
389,GB,200.0,0.2,5,1.6395353930386072,4.33356147269093,2.0817207960461293
390,GB,200.0,0.2,7,1.6037458594302327,4.205994724563103,2.050852194713969
391,13,50.0,0.01,3,1.5011791306042235,3.8259327385789095,1.9559991663032246
392,GB,50.0,0.01,3,1.157928664037089,2.272650787373606,1.5075313553533822
393,GB,50.0,0.01,5,1.1767646350765437,2.34851833186957,1.5324876286187663
394,GB,50.0,0.01,7,1.1767183681205016,2.3232750017833097,1.5242293140414633
395,GB,50.0,0.1,3,1.4392839540268738,3.4056511363626614,1.845440634743546
396,GB,50.0,0.1,5,1.4590166990360904,3.4523432167115846,1.8580482277679404
397,GB,50.0,0.1,7,1.4921965177725895,3.560742944693085,1.8869930960904666
398,GB,50.0,0.2,3,1.4647073252535872,3.5253189899241972,1.8775832844175508
399,GB,50.0,0.2,5,1.4928269284443574,3.5816547154471863,1.892526014470392
400,GB,50.0,0.2,7,1.5222681725436977,3.688763377222905,1.920615364205677
401,GB,100.0,0.01,3,1.2231821233091886,2.5237984085338474,1.5886467223816148
402,GB,100.0,0.01,5,1.255064959708572,2.666578342926666,1.6329661181196216
403,GB,100.0,0.01,7,1.2721801420247536,2.6867296445628317,1.6391246580302645
404,GB,100.0,0.1,3,1.473747833773062,3.5189568713155133,1.875888288602366
405,GB,100.0,0.1,5,1.469605267526695,3.50003681242408,1.8708385318952783
406,GB,100.0,0.1,7,1.502435070194896,3.6237329964790725,1.9036105159614645
407,GB,100.0,0.2,3,1.472536189832302,3.589010741841374,1.8944684589196448
408,GB,100.0,0.2,5,1.4961280527386576,3.597682616037737,1.8967558134978095
409,GB,100.0,0.2,7,1.53057978959936,3.7579509006073804,1.9385434997975621
410,GB,200.0,0.01,3,1.3273545546098535,2.9379740847053046,1.71405194924346
411,GB,200.0,0.01,5,1.3691923262676877,3.104119467468539,1.7618511479317822
412,GB,200.0,0.01,7,1.3959030392071476,3.1742114206236884,1.781631673669866
413,GB,200.0,0.1,3,1.4876385430377081,3.6079822280894205,1.8994689331730121
414,GB,200.0,0.1,5,1.4863732625775423,3.5736820452638365,1.8904184841626566
415,GB,200.0,0.1,7,1.4920985513052227,3.577687616782342,1.8914776278831167
416,GB,200.0,0.2,3,1.496941218569166,3.6790863322537293,1.9180944534234308
417,GB,200.0,0.2,5,1.505780024331731,3.6379628324866276,1.9073444451610275
418,GB,200.0,0.2,7,1.5360198601053727,3.768029464352591,1.941141278823515
419,14,50.0,0.01,3,1.4229811698908401,3.3115285048334577,1.819760562500863
420,GB,50.0,0.01,3,1.2705655608180133,2.66637046135207,1.6329024653518256
421,GB,50.0,0.01,5,1.2813885781753276,2.708827506451348,1.645851605234004
422,GB,50.0,0.01,7,1.2799779639469033,2.7242436188084316,1.6505282847647391
423,GB,50.0,0.1,3,1.5474175875682847,3.77157665883053,1.9420547517592108
424,GB,50.0,0.1,5,1.5560979751322257,3.838242954247491,1.9591434236031549
425,GB,50.0,0.1,7,1.5609671989697094,3.873884457128884,1.9682185999346933
426,GB,50.0,0.2,3,1.5729157960368068,3.9310110569734507,1.9826777491497327
427,GB,50.0,0.2,5,1.5630516835947839,3.849259961663884,1.9619530987421396
428,GB,50.0,0.2,7,1.5624693266369802,3.9305222005513363,1.9825544634514676
429,GB,100.0,0.01,3,1.3459125384022745,2.9306184063701757,1.7119049057614666
430,GB,100.0,0.01,5,1.3586792568809936,3.0018070896496853,1.7325723908828992
431,GB,100.0,0.01,7,1.374575404965623,3.054565407105149,1.7477315031506266
432,GB,100.0,0.1,3,1.5701801234580344,3.8930934759968876,1.9730923637774507
433,GB,100.0,0.1,5,1.5680086000523508,3.8584828445137287,1.9643021265868774
434,GB,100.0,0.1,7,1.5656053789327078,3.8806723278387953,1.9699422143400032
435,GB,100.0,0.2,3,1.562999501973432,3.872280041215836,1.9678109770035932
436,GB,100.0,0.2,5,1.5709933626836239,3.88183726904875,1.9702378711842765
437,GB,100.0,0.2,7,1.580601626774498,3.9653137290345466,1.991309551283915
438,GB,200.0,0.01,3,1.4519341358598814,3.3529018730803446,1.8310930814899455
439,GB,200.0,0.01,5,1.46428062809059,3.4370038508146648,1.8539158154605253
440,GB,200.0,0.01,7,1.4944109101236833,3.53033223081079,1.8789178350345153
441,GB,200.0,0.1,3,1.573718253737471,3.8527018012204057,1.962830048990591
442,GB,200.0,0.1,5,1.5663328998446242,3.860331897180718,1.9647727342318038
443,GB,200.0,0.1,7,1.5731808660219555,3.902136652158718,1.975382659678554
444,GB,200.0,0.2,3,1.5757419373865726,3.9290006766781076,1.9821706981685778
445,GB,200.0,0.2,5,1.56977812051268,3.8976758764544153,1.9742532452688069
446,GB,200.0,0.2,7,1.5734640739005985,3.9320111121265224,1.9829299312195887
447,15,50.0,0.01,3,1.5318874450835713,3.710909986353313,1.9263722346299825
448,GB,50.0,0.01,3,1.1841633838178418,2.359962157073008,1.5362168327007122
449,GB,50.0,0.01,5,1.2099501528437953,2.427832683518479,1.5581504046524133
450,GB,50.0,0.01,7,1.2245300222227795,2.4689604591839904,1.571292607754517
451,GB,50.0,0.1,3,1.457766781642183,3.4836592068237286,1.8664563233099585
452,GB,50.0,0.1,5,1.49870186751146,3.645913572059016,1.9094275508798484
453,GB,50.0,0.1,7,1.5149774455072447,3.752350798497314,1.9370985515707027
454,GB,50.0,0.2,3,1.512896859560868,3.7296827709804887,1.931238662356491
455,GB,50.0,0.2,5,1.5007132210531575,3.6976461957462745,1.9229264665468293
456,GB,50.0,0.2,7,1.5162017721678578,3.756092585929581,1.9380641335955786
457,GB,100.0,0.01,3,1.2591836795013969,2.644675394881279,1.6262457978058789
458,GB,100.0,0.01,5,1.3015737803299448,2.7670278586591546,1.663438564738462
459,GB,100.0,0.01,7,1.3193619269356667,2.85587596983051,1.689933717584956
460,GB,100.0,0.1,3,1.5141413607006098,3.714368185977383,1.927269619429877
461,GB,100.0,0.1,5,1.5045148461017765,3.7377037942810705,1.9333141995757106
462,GB,100.0,0.1,7,1.528265180971811,3.84185109735676,1.960064054401478
463,GB,100.0,0.2,3,1.5298079735993357,3.8282482615396947,1.9565909796223877
464,GB,100.0,0.2,5,1.5145325733037762,3.798557056668156,1.9489887266652304
465,GB,100.0,0.2,7,1.518333957593733,3.7913834800659836,1.9471475239606226
466,GB,200.0,0.01,3,1.3500619938233516,3.0440520662695003,1.7447212001547698
467,GB,200.0,0.01,5,1.4131434909702565,3.230932828867301,1.7974795767594416
468,GB,200.0,0.01,7,1.4340793043004587,3.3783596815134405,1.8380314691303412
469,GB,200.0,0.1,3,1.53008188945122,3.8081905276109778,1.9514585641542528
470,GB,200.0,0.1,5,1.5185260195222803,3.827770415600378,1.9564688639486134
471,GB,200.0,0.1,7,1.5279213653685262,3.843278851906714,1.960428231766395
472,GB,200.0,0.2,3,1.543709828241144,3.954289230425514,1.9885394716790294
473,GB,200.0,0.2,5,1.5179438812424981,3.8043395496460994,1.950471622363704
474,GB,200.0,0.2,7,1.5174780845979767,3.792359657043613,1.9473981762966743
475,16,50.0,0.01,3,1.4323804858447307,3.387616952424377,1.8405480032926
476,GB,50.0,0.01,3,1.2119530395584626,2.3321281240098344,1.5271306833437126
477,GB,50.0,0.01,5,1.2295895731814699,2.3895661018935814,1.5458221443276006
478,GB,50.0,0.01,7,1.2226556902759094,2.366332368476858,1.5382887792858848
479,GB,50.0,0.1,3,1.434703430114871,3.3285010410482707,1.8244180006369897
480,GB,50.0,0.1,5,1.4673614528362022,3.482768055655321,1.866217579934162
481,GB,50.0,0.1,7,1.46692036847249,3.522858569527169,1.876927960665291
482,GB,50.0,0.2,3,1.462438014022369,3.547161530512999,1.8833909659210428
483,GB,50.0,0.2,5,1.4637166806046324,3.493355652603315,1.869052073272255
484,GB,50.0,0.2,7,1.4618447500431113,3.5559050526637797,1.8857107553025676
485,GB,100.0,0.01,3,1.2793522620744187,2.5994168506013824,1.612270712567025
486,GB,100.0,0.01,5,1.3114490231714047,2.7031642457032694,1.6441302398846842
487,GB,100.0,0.01,7,1.3066744271408888,2.712883366876488,1.647083290813336
488,GB,100.0,0.1,3,1.4718995074712957,3.519493879931019,1.876031417628985
489,GB,100.0,0.1,5,1.478633301048529,3.5548012425689737,1.8854180551190693
490,GB,100.0,0.1,7,1.4711732238975541,3.555479159191022,1.885597825410027
491,GB,100.0,0.2,3,1.4850439425808533,3.615692043166757,1.9014973161082183
492,GB,100.0,0.2,5,1.4721821970792346,3.5449170080468773,1.8827949989435593
493,GB,100.0,0.2,7,1.4661626241143622,3.5927845565717393,1.8954642060908824
494,GB,200.0,0.01,3,1.3677826911274449,2.9876023205714577,1.7284682006248937
495,GB,200.0,0.01,5,1.3981596684161148,3.125346232123259,1.7678648794869076
496,GB,200.0,0.01,7,1.3945577854662476,3.182034842515995,1.7838259002817498
497,GB,200.0,0.1,3,1.4964638135092942,3.6261789381655753,1.904252855627523
498,GB,200.0,0.1,5,1.4870534681980765,3.585023052273812,1.8934157103694402
499,GB,200.0,0.1,7,1.4781795242772864,3.6011184584932177,1.8976613129041804
500,GB,200.0,0.2,3,1.5034066188673059,3.7094055148112752,1.9259817015774774
501,GB,200.0,0.2,5,1.4825634972144108,3.5670524021793266,1.8886641845969672
502,GB,200.0,0.2,7,1.4624448281746938,3.5628113953464293,1.8875410976575926
503,17,50.0,0.01,3,1.4420253576058804,3.300132813923695,1.8166267679200632
504,GB,50.0,0.01,3,1.1063869523973011,2.2399123364777775,1.4966336680957626
505,GB,50.0,0.01,5,1.1073587890483314,2.276541756807494,1.508821313743776
506,GB,50.0,0.01,7,1.1244365069107092,2.301493296972851,1.5170673343569332
507,GB,50.0,0.1,3,1.36084599030968,3.12117388409419,1.7666844325159459
508,GB,50.0,0.1,5,1.4006152757966206,3.2878746895343287,1.8132497592814754
509,GB,50.0,0.1,7,1.419571952883621,3.374851876069002,1.8370769924173025
510,GB,50.0,0.2,3,1.388760574139884,3.191936606324714,1.7865991733807318
511,GB,50.0,0.2,5,1.4280573620299257,3.3890357833011326,1.8409334000178097
512,GB,50.0,0.2,7,1.446091910979621,3.4931620787658693,1.8690002885943782
513,GB,100.0,0.01,3,1.1652004024109266,2.4206371495696533,1.555839692760682
514,GB,100.0,0.01,5,1.1688535505532,2.501820887414535,1.581714540432165
515,GB,100.0,0.01,7,1.1891075723348736,2.548675770535463,1.5964572560940875
516,GB,100.0,0.1,3,1.4017188574534025,3.260381833833246,1.805652744531253
517,GB,100.0,0.1,5,1.4345362229434993,3.4233323515455365,1.8502249462012819
518,GB,100.0,0.1,7,1.4383291470774262,3.4385568662955146,1.8543346155145555
519,GB,100.0,0.2,3,1.4067969228528856,3.2485059392044633,1.8023612121892945
520,GB,100.0,0.2,5,1.448398128276679,3.4834217629475175,1.8663927140201544
521,GB,100.0,0.2,7,1.4436384784320335,3.4918126155838443,1.8686392416900177
522,GB,200.0,0.01,3,1.2639231208697956,2.7387747526123065,1.6549243948326784
523,GB,200.0,0.01,5,1.2958824011950412,2.92254241846207,1.7095445061366696
524,GB,200.0,0.01,7,1.303391561042107,2.9456139070383807,1.7162790877472056
525,GB,200.0,0.1,3,1.42098126109817,3.3099510105385956,1.819327076294583
526,GB,200.0,0.1,5,1.4528660643460414,3.500655188773418,1.8710037917581614
527,GB,200.0,0.1,7,1.43928437461733,3.4460067562590977,1.8563423057882125
528,GB,200.0,0.2,3,1.4329483557665235,3.3861041524735755,1.8401369928550362
529,GB,200.0,0.2,5,1.444244453921697,3.4816984728969853,1.865930993605333
530,GB,200.0,0.2,7,1.4502715299526403,3.5024661327742077,1.8714876790335029
531,18,50.0,0.01,3,1.335321694809572,3.021025890432433,1.7381098614392685
532,GB,50.0,0.01,3,1.1167611060542784,1.9397991844797022,1.392766737282199
533,GB,50.0,0.01,5,1.1208401697230774,1.9815089963438743,1.407660824326611
534,GB,50.0,0.01,7,1.1203878921608215,1.9815793615716102,1.4076858177773939
535,GB,50.0,0.1,3,1.4184774320411897,3.1114626796196356,1.7639338648655838
536,GB,50.0,0.1,5,1.4715004323946084,3.3747866773856776,1.8370592471081812
537,GB,50.0,0.1,7,1.476576996422203,3.431708849565979,1.8524872063164104
538,GB,50.0,0.2,3,1.466639030209852,3.344189110389126,1.8287124187222894
539,GB,50.0,0.2,5,1.4646207971233716,3.4293481485778696,1.8518499260409493
540,GB,50.0,0.2,7,1.4636508305459477,3.413189697031597,1.8474819882834033
541,GB,100.0,0.01,3,1.2055133740846506,2.2412731207222722,1.4970882140749997
542,GB,100.0,0.01,5,1.2292514736722033,2.3579972405792557,1.5355771685523512
543,GB,100.0,0.01,7,1.2337840330337693,2.415880429090652,1.5543102743952546
544,GB,100.0,0.1,3,1.4469171457682468,3.2750870560674405,1.8097201596013237
545,GB,100.0,0.1,5,1.490802342949204,3.5040770808205806,1.871918021928466
546,GB,100.0,0.1,7,1.4839100353480434,3.472433250464606,1.8634466052089087
547,GB,100.0,0.2,3,1.490784195556332,3.4532429673545635,1.8582903345157245
548,GB,100.0,0.2,5,1.4889042252610472,3.5209699140319635,1.8764247690840055
549,GB,100.0,0.2,7,1.4715224679188401,3.4672460130897913,1.8620542454745488
550,GB,200.0,0.01,3,1.3238644633608827,2.693203563765685,1.6410982797400298
551,GB,200.0,0.01,5,1.362875760935667,2.8854361377576114,1.6986571572149607
552,GB,200.0,0.01,7,1.3769743787802118,3.0003343139351832,1.7321473130005955
553,GB,200.0,0.1,3,1.4881439570368062,3.4456333065450404,1.8562417155492008
554,GB,200.0,0.1,5,1.497984103077843,3.5475515356940783,1.8834945011053466
555,GB,200.0,0.1,7,1.4832924337762243,3.4563446557585427,1.8591247015083583
556,GB,200.0,0.2,3,1.5197500192660958,3.5912527705821087,1.8950600968259843
557,GB,200.0,0.2,5,1.4952374947859481,3.525903343862234,1.8777388912897963
558,GB,200.0,0.2,7,1.4796727306178699,3.482634761246277,1.8661818671411095
559,19,50.0,0.01,3,1.417011375519327,3.093509055580349,1.7588374159030018
560,Average,,,,1.4232311561023112,3.3055908936085183,1.8115693014074614
561,Standard Deviation,,,,0.12611615312515162,0.5418355925481276,0.15415940480095802
